"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
176430,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867715.1","E.coli and","<=2",2,"S"
176448,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867725.1","E.coli and","<=2",2,"S"
176466,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867745.1","E.coli and",">16",32,"R"
176484,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867775.1","E.coli and","<=2",2,"S"
176502,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867795.1","E.coli and","<=2",2,"S"
176520,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867805.1","E.coli and","<=2",2,"S"
176538,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867835.1","E.coli and","<=2",2,"S"
176556,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867845.1","E.coli and",">16",32,"R"
176574,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867875.1","E.coli and","<=2",2,"S"
176592,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867885.1","E.coli and","<=2",2,"S"
176610,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867905.1","E.coli and","<=2",2,"S"
176628,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867935.1","E.coli and","<=2",2,"S"
176646,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867965.1","E.coli and","<=2",2,"S"
176664,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867955.1","E.coli and",">16",32,"R"
176682,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023867995.1","E.coli and","<=2",2,"S"
176700,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868015.1","E.coli and","<=2",2,"S"
176718,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868035.1","E.coli and","<=2",2,"S"
176736,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868045.1","E.coli and","<=2",2,"S"
176754,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868075.1","E.coli and","<=2",2,"S"
176772,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868095.1","E.coli and","<=2",2,"S"
176790,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868115.1","E.coli and","<=2",2,"S"
176808,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868135.1","E.coli and","<=2",2,"S"
176826,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868155.1","E.coli and","<=2",2,"S"
176844,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868175.1","E.coli and","<=2",2,"S"
176862,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868195.1","E.coli and","<=2",2,"S"
176880,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868215.1","E.coli and","<=2",2,"S"
176898,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868235.1","E.coli and","<=2",2,"S"
176916,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868255.1","E.coli and","<=2",2,"S"
176934,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868275.1","E.coli and","<=2",2,"S"
176952,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868295.1","E.coli and","<=2",2,"S"
176970,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868315.1","E.coli and","<=2",2,"S"
176988,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868335.1","E.coli and","<=2",2,"S"
177006,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868355.1","E.coli and","<=2",2,"S"
177024,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868375.1","E.coli and","<=2",2,"S"
177042,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868395.1","E.coli and","<=2",2,"S"
177060,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868415.1","E.coli and","<=2",2,"S"
177078,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868435.1","E.coli and","<=2",2,"S"
177096,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868455.1","E.coli and","<=2",2,"S"
177114,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868465.1","E.coli and","<=2",2,"S"
177132,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868495.1","E.coli and","<=2",2,"S"
177150,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868515.1","E.coli and","<=2",2,"S"
177168,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868535.1","E.coli and","<=2",2,"S"
177186,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868555.1","E.coli and","<=2",2,"S"
177204,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868575.1","E.coli and","<=2",2,"S"
177222,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868595.1","E.coli and","<=2",2,"S"
177240,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868615.1","E.coli and","<=2",2,"S"
177258,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868635.1","E.coli and","<=2",2,"S"
177276,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868655.1","E.coli and",">16",32,"R"
177294,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868675.1","E.coli and","<=2",2,"S"
177312,"aztreonam","==","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868695.1","E.coli and","==16",16,"R"
177330,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868715.1","E.coli and","<=2",2,"S"
177348,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868735.1","E.coli and","<=2",2,"S"
177366,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868755.1","E.coli and","<=2",2,"S"
177384,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868765.1","E.coli and","<=2",2,"S"
177402,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868805.1","E.coli and","<=2",2,"S"
177420,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868795.1","E.coli and","<=2",2,"S"
177438,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868815.1","E.coli and","<=2",2,"S"
177456,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868835.1","E.coli and","<=2",2,"S"
177474,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868885.1","E.coli and","<=2",2,"S"
177492,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868875.1","E.coli and","<=2",2,"S"
177510,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868905.1","E.coli and","<=2",2,"S"
177528,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868925.1","E.coli and","<=2",2,"S"
177564,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868975.1","E.coli and","<=2",2,"S"
177582,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023868995.1","E.coli and","<=2",2,"S"
177600,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869015.1","E.coli and","<=2",2,"S"
177618,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869035.1","E.coli and","<=2",2,"S"
177636,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869055.1","E.coli and","<=2",2,"S"
177654,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869075.1","E.coli and","<=2",2,"S"
177672,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869085.1","E.coli and","<=2",2,"S"
177690,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869115.1","E.coli and","<=2",2,"S"
177708,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869135.1","E.coli and","<=2",2,"S"
177726,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869155.1","E.coli and","<=2",2,"S"
177744,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869175.1","E.coli and","<=2",2,"S"
177762,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869195.1","E.coli and","<=2",2,"S"
177780,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869215.1","E.coli and","<=2",2,"S"
177798,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869245.1","E.coli and","<=2",2,"S"
177816,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869235.1","E.coli and","<=2",2,"S"
177834,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869285.1","E.coli and","<=2",2,"S"
177852,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869305.1","E.coli and","<=2",2,"S"
177870,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869325.1","E.coli and","<=2",2,"S"
177888,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869335.1","E.coli and","<=2",2,"S"
177906,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869365.1","E.coli and","<=2",2,"S"
177924,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869385.1","E.coli and","<=2",2,"S"
177942,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869405.1","E.coli and","<=2",2,"S"
177960,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869425.1","E.coli and","<=2",2,"S"
177978,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869445.1","E.coli and","<=2",2,"S"
177996,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869465.1","E.coli and","<=2",2,"S"
178014,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869485.1","E.coli and","<=2",2,"S"
178032,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869505.1","E.coli and","<=2",2,"S"
178050,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869525.1","E.coli and",">16",32,"R"
178068,"aztreonam","==","4","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869545.1","E.coli and","==4",4,"S"
178086,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869565.1","E.coli and","<=2",2,"S"
178104,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869585.1","E.coli and","<=2",2,"S"
178122,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869595.1","E.coli and","<=2",2,"S"
178140,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869625.1","E.coli and","<=2",2,"S"
178158,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869635.1","E.coli and","<=2",2,"S"
178194,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869675.1","E.coli and","<=2",2,"S"
178212,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869705.1","E.coli and","<=2",2,"S"
178230,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869725.1","E.coli and","<=2",2,"S"
178248,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869745.1","E.coli and","<=2",2,"S"
178266,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869765.1","E.coli and","<=2",2,"S"
178284,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869785.1","E.coli and","<=2",2,"S"
178302,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869805.1","E.coli and","<=2",2,"S"
178320,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869795.1","E.coli and","<=2",2,"S"
178338,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869845.1","E.coli and","<=2",2,"S"
178356,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869865.1","E.coli and","<=2",2,"S"
178374,"aztreonam","==","4","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869885.1","E.coli and","==4",4,"S"
178392,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869875.1","E.coli and","<=2",2,"S"
178410,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869925.1","E.coli and","<=2",2,"S"
178428,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869945.1","E.coli and","<=2",2,"S"
178446,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869965.1","E.coli and","<=2",2,"S"
178464,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023869975.1","E.coli and","<=2",2,"S"
178482,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870005.1","E.coli and","<=2",2,"S"
178500,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870015.1","E.coli and","<=2",2,"S"
178518,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870045.1","E.coli and","<=2",2,"S"
178536,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870065.1","E.coli and","<=2",2,"S"
178554,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870085.1","E.coli and","<=2",2,"S"
178572,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870105.1","E.coli and","<=2",2,"S"
178590,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870115.1","E.coli and","<=2",2,"S"
178608,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870145.1","E.coli and","<=2",2,"S"
178626,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870165.1","E.coli and","<=2",2,"S"
178644,"aztreonam","==","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870175.1","E.coli and","==16",16,"R"
178662,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870205.1","E.coli and","<=2",2,"S"
178680,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870225.1","E.coli and","<=2",2,"S"
178698,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870235.1","E.coli and","<=2",2,"S"
178716,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870265.1","E.coli and","<=2",2,"S"
178734,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870285.1","E.coli and","<=2",2,"S"
178752,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870305.1","E.coli and","<=2",2,"S"
178770,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870315.1","E.coli and","<=2",2,"S"
178788,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870345.1","E.coli and","<=2",2,"S"
178806,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870365.1","E.coli and","<=2",2,"S"
178824,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870375.1","E.coli and","<=2",2,"S"
178842,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870405.1","E.coli and","<=2",2,"S"
178860,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870425.1","E.coli and","<=2",2,"S"
178878,"aztreonam",">","16","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870445.1","E.coli and",">16",32,"R"
178896,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870465.1","E.coli and","<=2",2,"S"
178914,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870475.1","E.coli and","<=2",2,"S"
178932,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870505.1","E.coli and","<=2",2,"S"
178950,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870525.1","E.coli and","<=2",2,"S"
178968,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870545.1","E.coli and","<=2",2,"S"
178986,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870565.1","E.coli and","<=2",2,"S"
179004,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870585.1","E.coli and","<=2",2,"S"
179022,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870595.1","E.coli and","<=2",2,"S"
179040,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870625.1","E.coli and","<=2",2,"S"
179058,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870645.1","E.coli and","<=2",2,"S"
179076,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870685.1","E.coli and","<=2",2,"S"
179094,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870695.1","E.coli and","<=2",2,"S"
179112,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870725.1","E.coli and","<=2",2,"S"
179130,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870745.1","E.coli and","<=2",2,"S"
179148,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870765.1","E.coli and","<=2",2,"S"
179166,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870785.1","E.coli and","<=2",2,"S"
179184,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870815.1","E.coli and","<=2",2,"S"
179202,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870795.1","E.coli and","<=2",2,"S"
179220,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870845.1","E.coli and","<=2",2,"S"
179238,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870875.1","E.coli and","<=2",2,"S"
179256,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870865.1","E.coli and","<=2",2,"S"
179274,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870905.1","E.coli and","<=2",2,"S"
179292,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870925.1","E.coli and","<=2",2,"S"
179310,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870965.1","E.coli and","<=2",2,"S"
179328,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870995.1","E.coli and","<=2",2,"S"
179346,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023870985.1","E.coli and","<=2",2,"S"
179364,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871005.1","E.coli and","<=2",2,"S"
179382,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871045.1","E.coli and","<=2",2,"S"
179400,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871065.1","E.coli and","<=2",2,"S"
179418,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871085.1","E.coli and","<=2",2,"S"
179436,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871095.1","E.coli and","<=2",2,"S"
179454,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871125.1","E.coli and","<=2",2,"S"
179472,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871145.1","E.coli and","<=2",2,"S"
179490,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871165.1","E.coli and","<=2",2,"S"
179508,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871185.1","E.coli and","<=2",2,"S"
179526,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871205.1","E.coli and","<=2",2,"S"
179544,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871225.1","E.coli and","<=2",2,"S"
179562,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871245.1","E.coli and","<=2",2,"S"
179580,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871265.1","E.coli and","<=2",2,"S"
179598,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871275.1","E.coli and","<=2",2,"S"
179616,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871305.1","E.coli and","<=2",2,"S"
179634,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871325.1","E.coli and","<=2",2,"S"
179652,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871335.1","E.coli and","<=2",2,"S"
179670,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871365.1","E.coli and","<=2",2,"S"
179688,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871375.1","E.coli and","<=2",2,"S"
179706,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871405.1","E.coli and","<=2",2,"S"
179724,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871425.1","E.coli and","<=2",2,"S"
179742,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871445.1","E.coli and","<=2",2,"S"
179760,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871465.1","E.coli and","<=2",2,"S"
179778,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871485.1","E.coli and","<=2",2,"S"
179796,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871505.1","E.coli and","<=2",2,"S"
179814,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871525.1","E.coli and","<=2",2,"S"
179832,"aztreonam","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023871545.1","E.coli and","<=2",2,"S"
